pos00,pos01,pos02,pos10,pos11,pos12,pos20,pos21,pos22,player,step,result,game_id,state
1,1,0,-1,-1,1,1,-1,0,1,6,0,59,mid
1,1,-1,-1,-1,1,1,-1,0,-1,7,0,59,mid
1,1,-1,-1,-1,1,1,-1,1,1,8,0,59,end
1,0,0,0,0,0,0,0,0,1,0,1,60,start
1,0,0,0,0,-1,0,0,0,-1,1,1,60,mid
1,0,0,0,0,-1,0,0,1,1,2,1,60,mid
1,0,0,-1,0,-1,0,0,1,-1,3,1,60,mid
1,0,0,-1,1,-1,0,0,1,1,4,1,60,end
1,0,0,0,0,0,0,0,0,1,0,0,61,start
1,0,0,0,-1,0,0,0,0,-1,1,0,61,mid
1,0,0,0,-1,0,1,0,0,1,2,0,61,mid
1,0,0,-1,-1,0,1,0,0,-1,3,0,61,mid
1,0,0,-1,-1,0,1,1,0,1,4,0,61,mid
1,0,0,-1,-1,0,1,1,-1,-1,5,0,61,mid
1,1,0,-1,-1,0,1,1,-1,1,6,0,61,mid
1,1,-1,-1,-1,0,1,1,-1,-1,7,0,61,mid
1,1,-1,-1,-1,1,1,1,-1,1,8,0,61,end
1,0,0,0,0,0,0,0,0,1,0,1,62,start
1,0,-1,0,0,0,0,0,0,-1,1,1,62,mid
1,0,-1,0,0,0,1,0,0,1,2,1,62,mid
1,-1,-1,0,0,0,1,0,0,-1,3,1,62,mid
1,-1,-1,0,0,1,1,0,0,1,4,1,62,mid
1,-1,-1,-1,0,1,1,0,0,-1,5,1,62,mid
1,-1,-1,-1,0,1,1,1,0,1,6,1,62,mid
1,-1,-1,-1,-1,1,1,1,0,-1,7,1,62,mid
1,-1,-1,-1,-1,1,1,1,1,1,8,1,62,end
0,0,0,0,0,0,1,0,0,1,0,1,63,start
-1,0,0,0,0,0,1,0,0,-1,1,1,63,mid
-1,0,0,1,0,0,1,0,0,1,2,1,63,mid
-1,0,-1,1,0,0,1,0,0,-1,3,1,63,mid
-1,0,-1,1,0,1,1,0,0,1,4,1,63,mid
-1,0,-1,1,0,1,1,0,-1,-1,5,1,63,mid
-1,1,-1,1,0,1,1,0,-1,1,6,1,63,mid
-1,1,-1,1,0,1,1,-1,-1,-1,7,1,63,mid
-1,1,-1,1,1,1,1,-1,-1,1,8,1,63,end
0,0,0,0,0,0,0,1,0,1,0,0,64,start
0,0,0,0,-1,0,0,1,0,-1,1,0,64,mid
0,0,1,0,-1,0,0,1,0,1,2,0,64,mid
0,0,1,-1,-1,0,0,1,0,-1,3,0,64,mid
0,0,1,-1,-1,1,0,1,0,1,4,0,64,mid
0,0,1,-1,-1,1,0,1,-1,-1,5,0,64,mid
0,0,1,-1,-1,1,1,1,-1,1,6,0,64,mid
0,-1,1,-1,-1,1,1,1,-1,-1,7,0,64,mid
1,-1,1,-1,-1,1,1,1,-1,1,8,0,64,end
0,0,0,0,0,1,0,0,0,1,0,-1,65,start
0,-1,0,0,0,1,0,0,0,-1,1,-1,65,mid
0,-1,0,0,0,1,1,0,0,1,2,-1,65,mid
0,-1,0,0,0,1,1,0,-1,-1,3,-1,65,mid
0,-1,0,1,0,1,1,0,-1,1,4,-1,65,mid
0,-1,-1,1,0,1,1,0,-1,-1,5,-1,65,mid
0,-1,-1,1,0,1,1,1,-1,1,6,-1,65,mid
-1,-1,-1,1,0,1,1,1,-1,-1,7,-1,65,end
1,0,0,0,0,0,0,0,0,1,0,1,66,start
1,0,0,0,0,-1,0,0,0,-1,1,1,66,mid
1,0,1,0,0,-1,0,0,0,1,2,1,66,mid
1,0,1,0,0,-1,0,0,-1,-1,3,1,66,mid
1,0,1,0,0,-1,0,1,-1,1,4,1,66,mid
1,0,1,-1,0,-1,0,1,-1,-1,5,1,66,mid
1,1,1,-1,0,-1,0,1,-1,1,6,1,66,end
0,0,0,0,0,1,0,0,0,1,0,-1,67,start
0,-1,0,0,0,1,0,0,0,-1,1,-1,67,mid
0,-1,0,0,0,1,1,0,0,1,2,-1,67,mid
0,-1,-1,0,0,1,1,0,0,-1,3,-1,67,mid
0,-1,-1,0,0,1,1,0,1,1,4,-1,67,mid
0,-1,-1,0,-1,1,1,0,1,-1,5,-1,67,mid
0,-1,-1,1,-1,1,1,0,1,1,6,-1,67,mid
-1,-1,-1,1,-1,1,1,0,1,-1,7,-1,67,end
0,0,0,0,0,0,0,1,0,1,0,-1,68,start
-1,0,0,0,0,0,0,1,0,-1,1,-1,68,mid
-1,1,0,0,0,0,0,1,0,1,2,-1,68,mid
-1,1,0,0,-1,0,0,1,0,-1,3,-1,68,mid
-1,1,0,0,-1,0,0,1,1,1,4,-1,68,mid
-1,1,0,0,-1,0,-1,1,1,-1,5,-1,68,mid
-1,1,1,0,-1,0,-1,1,1,1,6,-1,68,mid
-1,1,1,-1,-1,0,-1,1,1,-1,7,-1,68,end
0,0,0,0,0,0,0,0,1,1,0,-1,69,start
0,0,0,-1,0,0,0,0,1,-1,1,-1,69,mid
0,0,0,-1,0,0,1,0,1,1,2,-1,69,mid
0,0,0,-1,-1,0,1,0,1,-1,3,-1,69,mid
0,1,0,-1,-1,0,1,0,1,1,4,-1,69,mid
0,1,0,-1,-1,-1,1,0,1,-1,5,-1,69,end
0,0,0,0,1,0,0,0,0,1,0,1,70,start
0,0,0,0,1,-1,0,0,0,-1,1,1,70,mid
0,0,1,0,1,-1,0,0,0,1,2,1,70,mid
0,0,1,0,1,-1,0,0,-1,-1,3,1,70,mid
0,1,1,0,1,-1,0,0,-1,1,4,1,70,mid
-1,1,1,0,1,-1,0,0,-1,-1,5,1,70,mid
-1,1,1,0,1,-1,0,1,-1,1,6,1,70,end
0,0,0,0,0,0,0,1,0,1,0,1,71,start
-1,0,0,0,0,0,0,1,0,-1,1,1,71,mid
-1,0,1,0,0,0,0,1,0,1,2,1,71,mid
-1,0,1,0,0,0,0,1,-1,-1,3,1,71,mid
-1,0,1,0,0,0,1,1,-1,1,4,1,71,mid
-1,-1,1,0,0,0,1,1,-1,-1,5,1,71,mid
-1,-1,1,1,0,0,1,1,-1,1,6,1,71,mid
-1,-1,1,1,0,-1,1,1,-1,-1,7,1,71,mid
-1,-1,1,1,1,-1,1,1,-1,1,8,1,71,end
0,0,0,0,1,0,0,0,0,1,0,1,72,start
0,-1,0,0,1,0,0,0,0,-1,1,1,72,mid
0,-1,1,0,1,0,0,0,0,1,2,1,72,mid
0,-1,1,0,1,0,-1,0,0,-1,3,1,72,mid
0,-1,1,0,1,1,-1,0,0,1,4,1,72,mid
0,-1,1,-1,1,1,-1,0,0,-1,5,1,72,mid
1,-1,1,-1,1,1,-1,0,0,1,6,1,72,mid
1,-1,1,-1,1,1,-1,-1,0,-1,7,1,72,mid
1,-1,1,-1,1,1,-1,-1,1,1,8,1,72,end
1,0,0,0,0,0,0,0,0,1,0,1,73,start
1,0,0,0,0,0,0,0,-1,-1,1,1,73,mid
1,0,0,0,0,0,0,1,-1,1,2,1,73,mid
1,0,-1,0,0,0,0,1,-1,-1,3,1,73,mid
1,1,-1,0,0,0,0,1,-1,1,4,1,73,mid
1,1,-1,0,0,0,-1,1,-1,-1,5,1,73,mid
1,1,-1,0,1,0,-1,1,-1,1,6,1,73,end
0,0,0,0,0,1,0,0,0,1,0,0,74,start
-1,0,0,0,0,1,0,0,0,-1,1,0,74,mid
-1,0,0,0,0,1,1,0,0,1,2,0,74,mid
-1,0,0,-1,0,1,1,0,0,-1,3,0,74,mid
-1,0,0,-1,0,1,1,0,1,1,4,0,74,mid
-1,0,-1,-1,0,1,1,0,1,-1,5,0,74,mid
-1,0,-1,-1,1,1,1,0,1,1,6,0,74,mid
-1,0,-1,-1,1,1,1,-1,1,-1,7,0,74,mid
-1,1,-1,-1,1,1,1,-1,1,1,8,0,74,end
0,0,0,0,1,0,0,0,0,1,0,1,75,start
0,-1,0,0,1,0,0,0,0,-1,1,1,75,mid
0,-1,0,0,1,0,0,1,0,1,2,1,75,mid
0,-1,0,0,1,0,-1,1,0,-1,3,1,75,mid
0,-1,0,0,1,1,-1,1,0,1,4,1,75,mid
0,-1,-1,0,1,1,-1,1,0,-1,5,1,75,mid
0,-1,-1,1,1,1,-1,1,0,1,6,1,75,end
0,0,0,0,1,0,0,0,0,1,0,1,76,start
0,0,0,0,1,0,0,0,-1,-1,1,1,76,mid
0,0,0,0,1,1,0,0,-1,1,2,1,76,mid
0,0,0,0,1,1,-1,0,-1,-1,3,1,76,mid
0,0,0,0,1,1,-1,1,-1,1,4,1,76,mid
0,0,0,-1,1,1,-1,1,-1,-1,5,1,76,mid
0,1,0,-1,1,1,-1,1,-1,1,6,1,76,end
1,0,0,0,0,0,0,0,0,1,0,1,77,start
1,0,0,0,-1,0,0,0,0,-1,1,1,77,mid
1,0,0,0,-1,0,0,1,0,1,2,1,77,mid
1,-1,0,0,-1,0,0,1,0,-1,3,1,77,mid
1,-1,0,0,-1,1,0,1,0,1,4,1,77,mid
1,-1,-1,0,-1,1,0,1,0,-1,5,1,77,mid
1,-1,-1,0,-1,1,0,1,1,1,6,1,77,mid
1,-1,-1,-1,-1,1,0,1,1,-1,7,1,77,mid
1,-1,-1,-1,-1,1,1,1,1,1,8,1,77,end
0,0,0,0,1,0,0,0,0,1,0,-1,78,start
-1,0,0,0,1,0,0,0,0,-1,1,-1,78,mid
-1,0,0,0,1,0,0,0,1,1,2,-1,78,mid
-1,0,0,0,1,0,-1,0,1,-1,3,-1,78,mid
-1,0,1,0,1,0,-1,0,1,1,4,-1,78,mid
-1,0,1,-1,1,0,-1,0,1,-1,5,-1,78,end
0,1,0,0,0,0,0,0,0,1,0,-1,79,start
0,1,-1,0,0,0,0,0,0,-1,1,-1,79,mid
0,1,-1,0,0,1,0,0,0,1,2,-1,79,mid
0,1,-1,0,0,1,0,0,-1,-1,3,-1,79,mid
0,1,-1,0,0,1,1,0,-1,1,4,-1,79,mid
-1,1,-1,0,0,1,1,0,-1,-1,5,-1,79,mid
-1,1,-1,1,0,1,1,0,-1,1,6,-1,79,mid
-1,1,-1,1,-1,1,1,0,-1,-1,7,-1,79,end
0,0,0,0,1,0,0,0,0,1,0,1,80,start
-1,0,0,0,1,0,0,0,0,-1,1,1,80,mid
-1,0,0,0,1,1,0,0,0,1,2,1,80,mid
-1,0,0,0,1,1,0,0,-1,-1,3,1,80,mid
-1,0,0,0,1,1,1,0,-1,1,4,1,80,mid
-1,-1,0,0,1,1,1,0,-1,-1,5,1,80,mid
-1,-1,0,1,1,1,1,0,-1,1,6,1,80,end
0,0,0,0,0,0,1,0,0,1,0,-1,81,start
-1,0,0,0,0,0,1,0,0,-1,1,-1,81,mid
-1,0,0,0,0,1,1,0,0,1,2,-1,81,mid
-1,0,0,0,-1,1,1,0,0,-1,3,-1,81,mid
-1,0,1,0,-1,1,1,0,0,1,4,-1,81,mid
-1,0,1,-1,-1,1,1,0,0,-1,5,-1,81,mid
-1,0,1,-1,-1,1,1,1,0,1,6,-1,81,mid
-1,0,1,-1,-1,1,1,1,-1,-1,7,-1,81,end
1,0,0,0,0,0,0,0,0,1,0,1,82,start
1,0,0,0,0,0,-1,0,0,-1,1,1,82,mid
1,0,1,0,0,0,-1,0,0,1,2,1,82,mid
1,0,1,0,0,0,-1,-1,0,-1,3,1,82,mid
1,0,1,0,1,0,-1,-1,0,1,4,1,82,mid
1,0,1,-1,1,0,-1,-1,0,-1,5,1,82,mid
1,1,1,-1,1,0,-1,-1,0,1,6,1,82,end
0,0,0,0,0,1,0,0,0,1,0,-1,83,start
-1,0,0,0,0,1,0,0,0,-1,1,-1,83,mid
-1,0,0,1,0,1,0,0,0,1,2,-1,83,mid
-1,0,-1,1,0,1,0,0,0,-1,3,-1,83,mid
-1,0,-1,1,0,1,0,0,1,1,4,-1,83,mid
-1,0,-1,1,0,1,-1,0,1,-1,5,-1,83,mid
-1,1,-1,1,0,1,-1,0,1,1,6,-1,83,mid
-1,1,-1,1,-1,1,-1,0,1,-1,7,-1,83,end
0,1,0,0,0,0,0,0,0,1,0,-1,84,start
0,1,-1,0,0,0,0,0,0,-1,1,-1,84,mid
0,1,-1,0,0,0,1,0,0,1,2,-1,84,mid
0,1,-1,0,0,-1,1,0,0,-1,3,-1,84,mid
0,1,-1,0,1,-1,1,0,0,1,4,-1,84,mid
0,1,-1,-1,1,-1,1,0,0,-1,5,-1,84,mid
1,1,-1,-1,1,-1,1,0,0,1,6,-1,84,mid
1,1,-1,-1,1,-1,1,0,-1,-1,7,-1,84,end
1,0,0,0,0,0,0,0,0,1,0,-1,85,start
1,0,-1,0,0,0,0,0,0,-1,1,-1,85,mid
1,1,-1,0,0,0,0,0,0,1,2,-1,85,mid
1,1,-1,0,0,0,0,-1,0,-1,3,-1,85,mid
1,1,-1,0,0,1,0,-1,0,1,4,-1,85,mid
1,1,-1,0,-1,1,0,-1,0,-1,5,-1,85,mid
1,1,-1,0,-1,1,0,-1,1,1,6,-1,85,mid
1,1,-1,0,-1,1,-1,-1,1,-1,7,-1,85,end
0,0,0,0,0,0,1,0,0,1,0,-1,86,start
0,0,0,0,-1,0,1,0,0,-1,1,-1,86,mid
0,1,0,0,-1,0,1,0,0,1,2,-1,86,mid
0,1,0,0,-1,0,1,0,-1,-1,3,-1,86,mid
0,1,1,0,-1,0,1,0,-1,1,4,-1,86,mid
-1,1,1,0,-1,0,1,0,-1,-1,5,-1,86,end
0,0,0,0,0,1,0,0,0,1,0,0,87,start
0,0,0,0,0,1,-1,0,0,-1,1,0,87,mid
0,0,0,0,1,1,-1,0,0,1,2,0,87,mid
0,0,0,0,1,1,-1,0,-1,-1,3,0,87,mid
0,0,0,0,1,1,-1,1,-1,1,4,0,87,mid
0,0,0,-1,1,1,-1,1,-1,-1,5,0,87,mid
1,0,0,-1,1,1,-1,1,-1,1,6,0,87,mid
1,-1,0,-1,1,1,-1,1,-1,-1,7,0,87,mid
1,-1,1,-1,1,1,-1,1,-1,1,8,0,87,end
1,0,0,0,0,0,0,0,0,1,0,0,88,start
1,0,0,0,-1,0,0,0,0,-1,1,0,88,mid
1,0,0,0,-1,0,0,0,1,1,2,0,88,mid
1,0,-1,0,-1,0,0,0,1,-1,3,0,88,mid
1,0,-1,0,-1,0,1,0,1,1,4,0,88,mid
1,0,-1,0,-1,0,1,-1,1,-1,5,0,88,mid
1,0,-1,0,-1,1,1,-1,1,1,6,0,88,mid
1,0,-1,-1,-1,1,1,-1,1,-1,7,0,88,mid
1,1,-1,-1,-1,1,1,-1,1,1,8,0,88,end
0,0,0,0,0,1,0,0,0,1,0,1,89,start
0,0,0,0,0,1,-1,0,0,-1,1,1,89,mid
0,0,0,0,1,1,-1,0,0,1,2,1,89,mid
0,0,0,0,1,1,-1,-1,0,-1,3,1,89,mid
0,0,1,0,1,1,-1,-1,0,1,4,1,89,mid
0,0,1,-1,1,1,-1,-1,0,-1,5,1,89,mid
0,0,1,-1,1,1,-1,-1,1,1,6,1,89,end
0,0,0,0,1,0,0,0,0,1,0,1,90,start
-1,0,0,0,1,0,0,0,0,-1,1,1,90,mid
-1,0,0,0,1,0,0,0,1,1,2,1,90,mid
-1,-1,0,0,1,0,0,0,1,-1,3,1,90,mid
-1,-1,0,1,1,0,0,0,1,1,4,1,90,mid
-1,-1,0,1,1,-1,0,0,1,-1,5,1,90,mid
-1,-1,1,1,1,-1,0,0,1,1,6,1,90,mid
-1,-1,1,1,1,-1,0,-1,1,-1,7,1,90,mid
-1,-1,1,1,1,-1,1,-1,1,1,8,1,90,end
0,1,0,0,0,0,0,0,0,1,0,1,91,start
-1,1,0,0,0,0,0,0,0,-1,1,1,91,mid
-1,1,0,0,0,0,0,0,1,1,2,1,91,mid
-1,1,0,0,-1,0,0,0,1,-1,3,1,91,mid
-1,1,0,1,-1,0,0,0,1,1,4,1,91,mid
-1,1,0,1,-1,0,0,-1,1,-1,5,1,91,mid
-1,1,0,1,-1,1,0,-1,1,1,6,1,91,mid
-1,1,0,1,-1,1,-1,-1,1,-1,7,1,91,mid
-1,1,1,1,-1,1,-1,-1,1,1,8,1,91,end
1,0,0,0,0,0,0,0,0,1,0,1,92,start
1,0,0,0,-1,0,0,0,0,-1,1,1,92,mid
1,0,0,0,-1,1,0,0,0,1,2,1,92,mid
1,0,0,0,-1,1,-1,0,0,-1,3,1,92,mid
1,1,0,0,-1,1,-1,0,0,1,4,1,92,mid
1,1,0,0,-1,1,-1,0,-1,-1,5,1,92,mid
1,1,1,0,-1,1,-1,0,-1,1,6,1,92,end
1,0,0,0,0,0,0,0,0,1,0,-1,93,start
1,0,0,0,0,0,0,0,-1,-1,1,-1,93,mid
1,0,0,1,0,0,0,0,-1,1,2,-1,93,mid
1,0,0,1,0,-1,0,0,-1,-1,3,-1,93,mid
1,0,0,1,0,-1,0,1,-1,1,4,-1,93,mid
1,0,0,1,0,-1,-1,1,-1,-1,5,-1,93,mid
1,0,0,1,1,-1,-1,1,-1,1,6,-1,93,mid
1,0,-1,1,1,-1,-1,1,-1,-1,7,-1,93,end
1,0,0,0,0,0,0,0,0,1,0,1,94,start
1,-1,0,0,0,0,0,0,0,-1,1,1,94,mid
1,-1,0,0,0,1,0,0,0,1,2,1,94,mid
1,-1,0,-1,0,1,0,0,0,-1,3,1,94,mid
1,-1,0,-1,1,1,0,0,0,1,4,1,94,mid
1,-1,0,-1,1,1,0,-1,0,-1,5,1,94,mid
1,-1,1,-1,1,1,0,-1,0,1,6,1,94,mid
1,-1,1,-1,1,1,-1,-1,0,-1,7,1,94,mid
1,-1,1,-1,1,1,-1,-1,1,1,8,1,94,end
0,0,0,0,0,0,0,0,1,1,0,1,95,start
0,-1,0,0,0,0,0,0,1,-1,1,1,95,mid
0,-1,0,0,1,0,0,0,1,1,2,1,95,mid
0,-1,0,0,1,0,0,-1,1,-1,3,1,95,mid
0,-1,0,0,1,0,1,-1,1,1,4,1,95,mid
0,-1,0,0,1,-1,1,-1,1,-1,5,1,95,mid
1,-1,0,0,1,-1,1,-1,1,1,6,1,95,end
1,0,0,0,0,0,0,0,0,1,0,1,96,start
1,0,0,0,0,-1,0,0,0,-1,1,1,96,mid
1,1,0,0,0,-1,0,0,0,1,2,1,96,mid
1,1,0,0,0,-1,0,-1,0,-1,3,1,96,mid
1,1,0,1,0,-1,0,-1,0,1,4,1,96,mid
1,1,0,1,0,-1,0,-1,-1,-1,5,1,96,mid
1,1,0,1,0,-1,1,-1,-1,1,6,1,96,end
1,0,0,0,0,0,0,0,0,1,0,1,97,start
1,-1,0,0,0,0,0,0,0,-1,1,1,97,mid
1,-1,0,0,0,0,0,0,1,1,2,1,97,mid
1,-1,0,0,0,-1,0,0,1,-1,3,1,97,mid
1,-1,0,0,0,-1,1,0,1,1,4,1,97,mid
1,-1,-1,0,0,-1,1,0,1,-1,5,1,97,mid
1,-1,-1,0,1,-1,1,0,1,1,6,1,97,end
0,0,0,0,0,1,0,0,0,1,0,1,98,start
-1,0,0,0,0,1,0,0,0,-1,1,1,98,mid
-1,0,0,0,0,1,0,1,0,1,2,1,98,mid
-1,0,0,-1,0,1,0,1,0,-1,3,1,98,mid
-1,1,0,-1,0,1,0,1,0,1,4,1,98,mid
-1,1,-1,-1,0,1,0,1,0,-1,5,1,98,mid
-1,1,-1,-1,1,1,0,1,0,1,6,1,98,end
0,0,0,0,0,1,0,0,0,1,0,1,99,start
-1,0,0,0,0,1,0,0,0,-1,1,1,99,mid
-1,0,0,0,0,1,0,0,1,1,2,1,99,mid
-1,0,0,0,0,1,0,-1,1,-1,3,1,99,mid
-1,0,1,0,0,1,0,-1,1,1,4,1,99,end
1,0,0,0,0,0,0,0,0,1,0,1,100,start
1,0,0,0,0,0,0,0,-1,-1,1,1,100,mid
1,0,0,0,0,0,0,1,-1,1,2,1,100,mid
1,0,0,0,0,-1,0,1,-1,-1,3,1,100,mid
1,1,0,0,0,-1,0,1,-1,1,4,1,100,mid
1,1,0,0,0,-1,-1,1,-1,-1,5,1,100,mid
1,1,1,0,0,-1,-1,1,-1,1,6,1,100,end
0,0,0,0,0,0,0,0,1,1,0,1,101,start
0,-1,0,0,0,0,0,0,1,-1,1,1,101,mid
1,-1,0,0,0,0,0,0,1,1,2,1,101,mid
1,-1,0,0,0,0,0,-1,1,-1,3,1,101,mid
1,-1,1,0,0,0,0,-1,1,1,4,1,101,mid
1,-1,1,0,0,0,-1,-1,1,-1,5,1,101,mid
1,-1,1,0,1,0,-1,-1,1,1,6,1,101,end
0,0,0,0,0,0,0,0,1,1,0,1,102,start
0,0,0,-1,0,0,0,0,1,-1,1,1,102,mid
0,0,0,-1,0,0,1,0,1,1,2,1,102,mid
0,0,0,-1,0,-1,1,0,1,-1,3,1,102,mid
1,0,0,-1,0,-1,1,0,1,1,4,1,102,mid
1,-1,0,-1,0,-1,1,0,1,-1,5,1,102,mid
1,-1,1,-1,0,-1,1,0,1,1,6,1,102,mid
1,-1,1,-1,0,-1,1,-1,1,-1,7,1,102,mid
1,-1,1,-1,1,-1,1,-1,1,1,8,1,102,end
1,0,0,0,0,0,0,0,0,1,0,1,103,start
1,0,0,-1,0,0,0,0,0,-1,1,1,103,mid
1,0,0,-1,0,0,0,1,0,1,2,1,103,mid
1,-1,0,-1,0,0,0,1,0,-1,3,1,103,mid
1,-1,0,-1,0,0,0,1,1,1,4,1,103,mid
1,-1,0,-1,-1,0,0,1,1,-1,5,1,103,mid
1,-1,0,-1,-1,1,0,1,1,1,6,1,103,mid
1,-1,0,-1,-1,1,-1,1,1,-1,7,1,103,mid
1,-1,1,-1,-1,1,-1,1,1,1,8,1,103,end
0,0,0,0,0,0,1,0,0,1,0,1,104,start
0,0,0,0,0,-1,1,0,0,-1,1,1,104,mid
0,0,0,0,0,-1,1,0,1,1,2,1,104,mid
0,-1,0,0,0,-1,1,0,1,-1,3,1,104,mid
0,-1,0,0,0,-1,1,1,1,1,4,1,104,end
1,0,0,0,0,0,0,0,0,1,0,1,105,start
1,0,0,0,-1,0,0,0,0,-1,1,1,105,mid
1,0,0,0,-1,0,1,0,0,1,2,1,105,mid
1,0,0,0,-1,-1,1,0,0,-1,3,1,105,mid
1,0,0,1,-1,-1,1,0,0,1,4,1,105,end
0,0,0,0,0,0,0,0,1,1,0,1,106,start
0,0,-1,0,0,0,0,0,1,-1,1,1,106,mid
1,0,-1,0,0,0,0,0,1,1,2,1,106,mid
1,0,-1,0,0,0,-1,0,1,-1,3,1,106,mid
1,0,-1,0,0,1,-1,0,1,1,4,1,106,mid
1,0,-1,0,0,1,-1,-1,1,-1,5,1,106,mid
1,0,-1,0,1,1,-1,-1,1,1,6,1,106,end
0,0,0,0,0,0,0,0,1,1,0,1,107,start
-1,0,0,0,0,0,0,0,1,-1,1,1,107,mid
-1,0,0,0,0,1,0,0,1,1,2,1,107,mid
-1,0,0,0,0,1,-1,0,1,-1,3,1,107,mid
-1,0,0,0,0,1,-1,1,1,1,4,1,107,mid
-1,-1,0,0,0,1,-1,1,1,-1,5,1,107,mid
-1,-1,1,0,0,1,-1,1,1,1,6,1,107,end
1,0,0,0,0,0,0,0,0,1,0,0,108,start
1,0,-1,0,0,0,0,0,0,-1,1,0,108,mid
1,0,-1,0,0,1,0,0,0,1,2,0,108,mid
1,0,-1,0,0,1,0,0,-1,-1,3,0,108,mid
1,0,-1,0,0,1,0,1,-1,1,4,0,108,mid
1,0,-1,0,-1,1,0,1,-1,-1,5,0,108,mid
1,0,-1,0,-1,1,1,1,-1,1,6,0,108,mid
1,0,-1,-1,-1,1,1,1,-1,-1,7,0,108,mid
1,1,-1,-1,-1,1,1,1,-1,1,8,0,108,end
0,0,0,1,0,0,0,0,0,1,0,1,109,start
0,0,-1,1,0,0,0,0,0,-1,1,1,109,mid
0,0,-1,1,0,0,0,0,1,1,2,1,109,mid
-1,0,-1,1,0,0,0,0,1,-1,3,1,109,mid
-1,0,-1,1,1,0,0,0,1,1,4,1,109,mid
-1,0,-1,1,1,-1,0,0,1,-1,5,1,109,mid
-1,1,-1,1,1,-1,0,0,1,1,6,1,109,mid
-1,1,-1,1,1,-1,-1,0,1,-1,7,1,109,mid
-1,1,-1,1,1,-1,-1,1,1,1,8,1,109,end
0,0,0,0,0,0,1,0,0,1,0,1,110,start
-1,0,0,0,0,0,1,0,0,-1,1,1,110,mid
-1,0,0,0,0,0,1,1,0,1,2,1,110,mid
-1,0,0,0,-1,0,1,1,0,-1,3,1,110,mid
-1,0,1,0,-1,0,1,1,0,1,4,1,110,mid
-1,-1,1,0,-1,0,1,1,0,-1,5,1,110,mid
-1,-1,1,0,-1,0,1,1,1,1,6,1,110,end
1,0,0,0,0,0,0,0,0,1,0,1,111,start
1,-1,0,0,0,0,0,0,0,-1,1,1,111,mid
1,-1,0,1,0,0,0,0,0,1,2,1,111,mid
1,-1,0,1,0,0,0,-1,0,-1,3,1,111,mid
1,-1,0,1,0,0,0,-1,1,1,4,1,111,mid
1,-1,0,1,0,-1,0,-1,1,-1,5,1,111,mid
1,-1,0,1,1,-1,0,-1,1,1,6,1,111,end
0,0,0,0,0,0,0,0,1,1,0,1,112,start
0,-1,0,0,0,0,0,0,1,-1,1,1,112,mid
0,-1,0,0,0,0,0,1,1,1,2,1,112,mid
0,-1,0,0,-1,0,0,1,1,-1,3,1,112,mid
0,-1,0,0,-1,1,0,1,1,1,4,1,112,mid
-1,-1,0,0,-1,1,0,1,1,-1,5,1,112,mid
-1,-1,0,0,-1,1,1,1,1,1,6,1,112,end
0,0,0,0,1,0,0,0,0,1,0,1,113,start
0,0,0,0,1,-1,0,0,0,-1,1,1,113,mid
0,0,0,0,1,-1,0,0,1,1,2,1,113,mid
0,0,-1,0,1,-1,0,0,1,-1,3,1,113,mid
0,0,-1,0,1,-1,0,1,1,1,4,1,113,mid
0,0,-1,-1,1,-1,0,1,1,-1,5,1,113,mid
0,1,-1,-1,1,-1,0,1,1,1,6,1,113,end
0,0,0,1,0,0,0,0,0,1,0,1,114,start
0,0,0,1,0,-1,0,0,0,-1,1,1,114,mid
0,0,0,1,0,-1,1,0,0,1,2,1,114,mid
0,0,0,1,-1,-1,1,0,0,-1,3,1,114,mid
0,0,1,1,-1,-1,1,0,0,1,4,1,114,mid
0,0,1,1,-1,-1,1,0,-1,-1,5,1,114,mid
1,0,1,1,-1,-1,1,0,-1,1,6,1,114,end
1,0,0,0,0,0,0,0,0,1,0,1,115,start
1,0,-1,0,0,0,0,0,0,-1,1,1,115,mid
1,0,-1,0,1,0,0,0,0,1,2,1,115,mid
1,0,-1,0,1,0,0,-1,0,-1,3,1,115,mid
1,0,-1,0,1,1,0,-1,0,1,4,1,115,mid
1,0,-1,0,1,1,-1,-1,0,-1,5,1,115,mid
1,0,-1,0,1,1,-1,-1,1,1,6,1,115,end
0,0,0,1,0,0,0,0,0,1,0,1,116,start
0,0,0,1,0,-1,0,0,0,-1,1,1,116,mid
0,0,1,1,0,-1,0,0,0,1,2,1,116,mid
0,0,1,1,0,-1,0,0,-1,-1,3,1,116,mid
1,0,1,1,0,-1,0,0,-1,1,4,1,116,mid
1,0,1,1,-1,-1,0,0,-1,-1,5,1,116,mid
1,1,1,1,-1,-1,0,0,-1,1,6,1,116,end
1,0,0,0,0,0,0,0,0,1,0,1,117,start
1,-1,0,0,0,0,0,0,0,-1,1,1,117,mid
1,-1,1,0,0,0,0,0,0,1,2,1,117,mid
1,-1,1,0,0,0,0,0,-1,-1,3,1,117,mid
1,-1,1,0,0,0,1,0,-1,1,4,1,117,mid
1,-1,1,0,0,-1,1,0,-1,-1,5,1,117,mid
1,-1,1,0,1,-1,1,0,-1,1,6,1,117,end
0,0,0,0,0,0,1,0,0,1,0,1,118,start
0,-1,0,0,0,0,1,0,0,-1,1,1,118,mid
1,-1,0,0,0,0,1,0,0,1,2,1,118,mid
1,-1,0,0,0,0,1,0,-1,-1,3,1,118,mid
